time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-07-14T04:04:15.080Z,44.4331667,-115.1878333,5.79,2,ml,11,93,0.874,0.2,mb,mb80450144,2020-07-14T15:00:56.410Z,"31 km NW of Stanley, Idaho",earthquake,0.56,1.44,0.139,9,reviewed,mb,mb
2020-07-14T04:07:04.764Z,34.0681,26.1518,10,4.2,mb,,191,1.6,0.71,us,us7000asie,2020-07-24T05:03:33.040Z,"111 km SSE of Ierápetra, Greece",earthquake,4.6,2,0.176,9,reviewed,us,us
2020-07-14T04:11:41.335Z,-6.8645,126.7262,415.07,4.3,mb,,186,4.494,0.34,us,us7000asgu,2020-07-24T05:10:39.040Z,"180 km N of Baukau, Timor Leste",earthquake,9,13.9,0.265,4,reviewed,us,us
2020-07-14T04:11:56.250Z,38.1718,-117.9152,6.4,1.4,ml,11,108.32,0.034,0.11,nn,nn00759880,2020-07-14T04:43:42.563Z,"29 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-14T04:13:01.455Z,17.7234,-101.0446,35,4.3,mb,,82,1.92,0.72,us,us7000an5l,2020-07-23T04:53:27.308Z,"31 km NE of Petatlán, Mexico",earthquake,7.4,1.9,0.046,134,reviewed,us,us
2020-07-14T04:16:48.210Z,19.3193340301514,-155.231994628906,-0.689999997615814,1.91,ml,46,65,,0.230000004,hv,hv72043192,2020-07-14T04:22:20.680Z,"13 km S of Volcano, Hawaii",earthquake,0.27,0.159999996,0.23,14,automatic,hv,hv
2020-07-14T04:16:59.796Z,-33.1737,-179.2276,35,4.3,mb,,90,4.071,0.84,us,us7000asgw,2020-07-24T05:16:53.040Z,"south of the Kermadec Islands",earthquake,10.8,1.9,0.168,10,reviewed,us,us
2020-07-14T04:20:06.970Z,33.3278333,-116.6798333,13.56,1.03,ml,46,35,0.1019,0.15,ci,ci39292367,2020-07-15T18:00:24.020Z,"7km NW of Warner Springs, CA",earthquake,0.17,0.46,0.128,21,reviewed,ci,ci
2020-07-14T04:23:06.930Z,17.9433,-66.9095,13,2.96,md,21,211,0.0439,0.17,pr,pr2020196000,2020-07-14T04:37:37.580Z,"3 km S of Guánica, Puerto Rico",earthquake,0.61,0.28,0.37,18,reviewed,pr,pr
2020-07-14T04:23:52.510Z,36.2761667,-89.5016667,9.45,1.32,md,20,49,0.02149,0.06,nm,nm60109628,2020-07-14T17:37:05.240Z,"1 km NW of Ridgely, Tennessee",earthquake,0.78,0.76,0.09,12,reviewed,nm,nm
2020-07-14T04:28:09.586Z,-49.8032,122.5493,10,4.7,mb,,137,17.644,0.97,us,us7000asgv,2020-07-26T22:23:05.040Z,"western Indian-Antarctic Ridge",earthquake,12.5,1.8,0.138,16,reviewed,us,us
2020-07-14T04:29:19.870Z,38.8346667,-122.7913333,2.03,0.24,md,20,44,0.003816,0.03,nc,nc73425971,2020-07-14T18:00:04.647Z,"6km WNW of Cobb, CA",earthquake,0.28,0.2,0.03,2,reviewed,nc,nc
2020-07-14T04:40:23.037Z,-14.9753,-172.9145,10,4.5,mb,,89,1.525,0.6,us,us7000asgx,2020-07-26T22:45:41.040Z,"143 km NE of Hihifo, Tonga",earthquake,11.6,1.6,0.145,14,reviewed,us,us
2020-07-14T04:42:51.590Z,44.2801667,-115.1411667,8.64,2.19,ml,13,81,0.889,0.28,mb,mb80450154,2020-07-14T14:42:26.420Z,"southern Idaho",earthquake,0.65,1.55,0.213,11,reviewed,mb,mb
2020-07-14T04:44:04.073Z,32.0552,-103.773,11.85,2.5,mb_lg,,38,0.082,0.54,us,us7000an65,2020-07-14T22:11:44.040Z,"33 km ESE of Malaga, New Mexico",earthquake,1.7,5,0.093,32,reviewed,us,us
2020-07-14T04:48:08.530Z,39.4083333,-110.3061667,-1.84,0.82,md,4,198,0.02152,0.08,uu,uu60401767,2020-07-14T18:43:29.710Z,"17 km SSE of Sunnyside, Utah",earthquake,1.12,0.81,0.239,3,reviewed,uu,uu
2020-07-14T04:50:33.640Z,17.9466,-66.9376,12,2.71,md,14,239,0.065,0.11,pr,pr2020196008,2020-07-26T22:31:18.263Z,"4 km SW of Guánica, Puerto Rico",earthquake,1.03,0.43,0.19,8,reviewed,pr,pr
2020-07-14T04:50:52.590Z,33.7423333,-117.5396667,7.99,0.52,ml,9,92,0.07831,0.1,ci,ci39292375,2020-07-15T18:05:53.629Z,"10km NNE of Trabuco Canyon, CA",earthquake,0.28,0.87,0.224,6,reviewed,ci,ci
2020-07-14T04:52:26.250Z,33.5768333,-116.803,6.87,0.18,ml,15,88,0.03657,0.07,ci,ci39292383,2020-07-15T18:21:29.906Z,"12km WNW of Anza, CA",earthquake,0.23,0.34,0.131,6,reviewed,ci,ci
2020-07-14T04:52:44.460Z,36.81816667,-98.26916667,7,1.35,ml,21,167,0.2609487929,0.13,ok,ok2020nsqt,2020-07-15T15:40:10.248Z,"9 km SSE of Byron, Oklahoma",earthquake,,0.8,0.16,8,reviewed,ok,ok
2020-07-14T04:56:57.710Z,38.1685,-117.9443,5.3,1.1,ml,10,113.32,0.033,0.04,nn,nn00759884,2020-07-14T05:17:22.403Z,"28 km SSE of Mina, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-07-14T05:00:43.880Z,17.9363,-66.974,10,2.56,md,19,224,0.0776,0.16,pr,pr2020196009,2020-07-26T22:31:00.807Z,"Puerto Rico region",earthquake,0.67,0.44,0.3,14,reviewed,pr,pr
2020-07-14T05:15:32.030Z,38.1913,-117.8908,7.3,0.8,ml,10,123.78,0.033,0.05,nn,nn00759886,2020-07-14T05:20:22.221Z,"Nevada",earthquake,,2.2,,,automatic,nn,nn
2020-07-14T05:22:10.300Z,38.8055,-122.8198318,3.03,0.59,md,17,87,0.008039,0.02,nc,nc73425981,2020-07-14T05:54:03.487Z,"6km WNW of The Geysers, CA",earthquake,0.29,0.57,0.02,2,automatic,nc,nc
2020-07-14T05:23:31.600Z,38.1708,-118.016,7.2,0.7,ml,9,137.26,0.032,0.05,nn,nn00759888,2020-07-14T05:38:01.796Z,"Nevada",earthquake,,2.2,,,automatic,nn,nn
2020-07-14T05:29:30.456Z,44.1311,-115.0732,10,2.5,ml,,74,0.742,0.71,us,us7000an6u,2020-07-20T09:53:51.040Z,"14 km SW of Stanley, Idaho",earthquake,2.6,2,0.055,44,reviewed,us,us
2020-07-14T05:30:22.113Z,44.2529,-115.0288,10,2.2,ml,,108,0.82,0.58,us,us7000ancp,2020-07-20T09:51:36.040Z,"southern Idaho",earthquake,1.8,2,0.128,8,reviewed,us,us
2020-07-14T05:47:11.090Z,35.0118333,-118.3778333,6.66,0.6,ml,18,65,0.03654,0.12,ci,ci39292391,2020-07-15T18:45:42.171Z,"15km SSE of Tehachapi, CA",earthquake,0.26,0.34,0.067,9,reviewed,ci,ci
2020-07-14T05:57:58.060Z,38.8188324,-122.8018341,4.9,0.55,md,13,91,0.007886,0.05,nc,nc73425986,2020-07-14T06:26:08.252Z,"6km NW of The Geysers, CA",earthquake,0.69,1.55,,1,automatic,nc,nc
2020-07-14T05:59:28.830Z,38.045,-118.7393333,8.2,3.62,mw,54,71,0.2767,0.07,nc,nc73425991,2020-07-20T10:23:35.169Z,"30km SE of Bodie, CA",earthquake,0.19,1.26,,3,reviewed,nc,nc
2020-07-14T06:03:23.170Z,38.0511667,-118.748,2.71,1.94,md,24,146,0.2769,0.06,nc,nc73425996,2020-07-15T05:57:19.699Z,"29km SE of Bodie, CA",earthquake,0.67,31.61,0.229,20,reviewed,nc,nc
2020-07-14T06:04:31.820Z,38.0491667,-118.7353333,2.78,1.63,md,23,94,0.2715,0.08,nc,nc73426001,2020-07-14T10:24:03.140Z,"30km SE of Bodie, CA",earthquake,0.51,8.89,0.273,21,reviewed,nc,nc
2020-07-14T06:11:33.180Z,38.8354988,-122.7928314,1.83,0.44,md,14,52,0.003495,0.02,nc,nc73426006,2020-07-14T06:49:03.775Z,"6km WNW of Cobb, CA",earthquake,0.29,0.43,0.1,3,automatic,nc,nc
2020-07-14T06:19:32.550Z,38.8246651,-122.7638321,1.88,0.43,md,7,127,0.007495,0.01,nc,nc73426011,2020-07-14T06:27:04.468Z,"4km W of Cobb, CA",earthquake,0.45,1.11,0.16,2,automatic,nc,nc
2020-07-14T06:31:36.880Z,17.92,-66.9711,10,2.97,md,22,228,0.0883,0.2,pr,pr2020196001,2020-07-14T12:46:09.040Z,"8 km SW of Guánica, Puerto Rico",earthquake,0.69,0.62,0.17,17,reviewed,pr,pr
2020-07-14T06:53:47.970Z,33.8143333,-116.1491667,3.84,1.01,ml,26,69,0.1127,0.19,ci,ci39292407,2020-07-14T15:23:23.125Z,"12km NNE of Indio, CA",earthquake,0.26,0.91,0.091,24,reviewed,ci,ci
2020-07-14T07:02:19.620Z,17.9455,-66.982,9,2.96,md,22,218,0.0667,0.13,pr,pr2020196010,2020-07-26T22:30:33.111Z,"7 km ESE of La Parguera, Puerto Rico",earthquake,0.51,0.47,0.23,18,reviewed,pr,pr
2020-07-14T07:05:01.390Z,42.725,-111.4353333,1.88,1.72,ml,12,127,0.2131,0.23,uu,uu60401782,2020-07-14T13:12:58.420Z,"15 km ENE of Soda Springs, Idaho",earthquake,1.05,31.61,0.114,3,reviewed,uu,uu
2020-07-14T07:05:26.631Z,38.1507,-118.0781,4.3,1.9,ml,26,58.31,0.023,0.153,nn,nn00759899,2020-07-15T05:57:22.046Z,"Nevada",earthquake,,1,0.34,13,reviewed,nn,nn
2020-07-14T07:07:18.740Z,38.044,-118.7333333,5.25,1.97,md,26,114,0.2744,0.05,nc,nc73426016,2020-07-15T05:57:23.544Z,"31km SE of Bodie, CA",earthquake,0.3,7.06,0.187,21,reviewed,nc,nc
2020-07-14T07:07:21.083Z,38.1438,-117.8849,7.5,1.5,ml,8,86.51,0.017,0.1004,nn,nn00760026,2020-07-15T05:57:32.685Z,"33 km SE of Mina, Nevada",earthquake,,1.3,0.15,7,reviewed,nn,nn
2020-07-14T07:07:55.370Z,38.0481667,-118.751,2.73,1.68,md,21,188,0.2807,0.05,nc,nc73426021,2020-07-14T18:25:04.596Z,"29km SE of Bodie, CA",earthquake,0.81,31.61,0.152,18,reviewed,nc,nc
2020-07-14T07:10:43.233Z,60.2507,-152.6537,91.4,1.8,ml,,,,0.32,ak,ak020909kaio,2020-07-22T20:36:47.232Z,"59 km WNW of Ninilchik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-14T07:11:01.790Z,35.9205,-117.72,3.68,1.01,ml,15,56,0.06277,0.14,ci,ci39292415,2020-07-14T15:23:07.282Z,"17km E of Little Lake, CA",earthquake,0.21,0.68,0.167,12,reviewed,ci,ci
2020-07-14T07:14:29.970Z,38.1533,-118.0815,6.1,1.7,ml,19,62.95,0.024,0.12,nn,nn00759905,2020-07-14T07:29:44.211Z,"California-Nevada border region",earthquake,,2,,,automatic,nn,nn
2020-07-14T07:27:31.210Z,17.9208,-66.9223,13,2.81,md,20,207,0.0693,0.14,pr,pr2020196012,2020-07-26T22:30:08.551Z,"5 km SSW of Guánica, Puerto Rico",earthquake,0.78,0.36,0.19,8,reviewed,pr,pr
2020-07-14T07:28:17.210Z,35.6035,-117.4048333,8.31,2.47,ml,51,71,0.04974,0.13,ci,ci39292423,2020-07-15T19:17:52.590Z,"18km S of Trona, CA",earthquake,0.13,0.35,0.154,25,reviewed,ci,ci
2020-07-14T07:34:26.897Z,36.4337,71.2262,115.6,4.9,mwr,,38,1.148,0.93,us,us7000an8j,2020-07-14T08:22:36.040Z,"Afghanistan-Tajikistan-Pakistan region",earthquake,5.9,6,0.093,11,reviewed,us,us
2020-07-14T07:34:27.540Z,35.927,-117.7083333,3.98,1.55,ml,18,56,0.05145,0.15,ci,ci39292431,2020-07-14T15:23:14.610Z,"18km E of Little Lake, CA",earthquake,0.25,0.54,0.224,23,reviewed,ci,ci
2020-07-14T07:36:25.023Z,61.9297,-150.8626,63.1,1.6,ml,,,,0.5,ak,ak020909ptqa,2020-07-22T20:36:47.716Z,"28 km ESE of Skwentna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-07-14T07:44:49.420Z,35.8613333,-117.679,7.95,0.8,ml,19,84,0.08034,0.08,ci,ci39292439,2020-07-15T19:25:02.154Z,"22km ESE of Little Lake, CA",earthquake,0.14,0.38,0.202,6,reviewed,ci,ci
2020-07-14T07:50:03.770Z,33.962,-116.647,13.96,1.16,ml,37,41,0.07633,0.22,ci,ci39292447,2020-07-14T15:23:11.670Z,"11km SSW of Morongo Valley, CA",earthquake,0.27,0.71,0.171,28,reviewed,ci,ci
2020-07-14T07:55:56.290Z,35.912,-117.7248333,8.37,0.37,ml,13,66,0.07025,0.05,ci,ci37290204,2020-07-15T19:37:01.231Z,"17km E of Little Lake, CA",earthquake,0.16,0.35,0.312,6,reviewed,ci,ci
2020-07-14T07:56:01.010Z,35.9135,-117.7256667,8.63,0.81,ml,19,56,0.07008,0.06,ci,ci39292455,2020-07-15T19:30:49.195Z,"16km E of Little Lake, CA",earthquake,0.12,0.33,0.189,7,reviewed,ci,ci
2020-07-14T07:58:54.578Z,64.9069,-151.7489,0,1.7,ml,,,,0.79,ak,ak020909ulrm,2020-07-22T20:36:48.193Z,"33 km SSE of Tanana, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-07-14T08:10:04.310Z,35.5685,-117.3416667,2.7,1.75,ml,38,77,0.04729,0.2,ci,ci39292463,2020-07-15T00:23:24.475Z,"22km S of Trona, CA",earthquake,0.23,0.41,0.15,35,reviewed,ci,ci
2020-07-14T08:13:02.970Z,34.1253333,-117.4795,3.84,1.31,ml,44,41,0.07979,0.18,ci,ci39292471,2020-07-14T15:22:07.830Z,"4km NNW of Fontana, CA",earthquake,0.24,0.73,0.218,28,reviewed,ci,ci
2020-07-14T08:17:58.470Z,35.6028333,-117.3815,11.87,1.37,ml,17,163,0.07893,0.18,ci,ci39292479,2020-07-14T15:21:29.859Z,"18km S of Trona, CA",earthquake,0.44,0.98,0.126,19,reviewed,ci,ci
2020-07-14T08:20:25.190Z,38.169,-117.8615,5.2,1.4,ml,12,111.2,0.018,0.01,nn,nn00759916,2020-07-14T08:24:42.843Z,"32 km SE of Mina, Nevada",earthquake,,1,,,automatic,nn,nn
2020-07-14T08:23:46.790Z,19.4090003967285,-154.919998168945,-0.349999994039536,1.76999998,md,33,212,,0.300000012,hv,hv72043397,2020-07-14T08:27:14.930Z,"6 km S of Leilani Estates, Hawaii",earthquake,1.35,0.379999995,1.85000002,4,automatic,hv,hv
2020-07-14T08:25:22.501Z,13.0056,-88.6517,76.59,4.6,mb,,137,1.546,1.22,us,us7000an8y,2020-07-14T08:39:28.040Z,"32 km SSW of Puerto El Triunfo, El Salvador",earthquake,7.5,8.8,0.032,299,reviewed,us,us
2020-07-14T08:29:37.260Z,38.045,-118.7365,4.36,1.83,md,28,112,0.2753,0.05,nc,nc73426041,2020-07-14T18:44:03.712Z,"30km SE of Bodie, CA",earthquake,0.27,7.54,0.242,26,reviewed,nc,nc
2020-07-14T08:31:19.790Z,17.932,-66.9068,14,2.68,md,19,218,0.0512,0.15,pr,pr2020196014,2020-07-26T22:29:40.550Z,"4 km S of Guánica, Puerto Rico",earthquake,0.71,0.6,0.19,13,reviewed,pr,pr
2020-07-14T08:33:13.231Z,35.5044,31.2929,48.99,4.3,mb,,78,1.551,0.74,us,us7000an91,2020-07-14T08:56:56.040Z,"115 km WNW of Pólis, Cyprus",earthquake,2.8,6.8,0.091,34,reviewed,us,us
2020-07-14T08:33:57.930Z,38.0441667,-118.7383333,-0.32,2.38,md,34,90,0.2768,0.05,nc,nc73426046,2020-07-15T05:57:25.761Z,"30km SE of Bodie, CA",earthquake,0.23,31.61,0.176,27,reviewed,nc,nc
2020-07-14T08:40:12.300Z,37.6443333,-119.0513333,-0.3,0.21,md,6,90,0.01211,0.03,nc,nc73426051,2020-07-14T10:21:07.124Z,"6km W of Mammoth Lakes, CA",earthquake,0.29,0.48,0.23,7,reviewed,nc,nc
2020-07-14T08:42:06.030Z,37.1947,-115.1773,17.5,1.3,ml,12,140.73,0.239,0.21,nn,nn00759925,2020-07-14T08:46:03.392Z,"18 km S of Alamo, Nevada",earthquake,,1.8,,,automatic,nn,nn
2020-07-14T08:45:08.940Z,38.0465,-118.7416667,1.99,1.83,md,24,186,0.2769,0.04,nc,nc73426056,2020-07-14T18:48:02.739Z,"30km SE of Bodie, CA",earthquake,0.54,3.11,0.246,22,reviewed,nc,nc
2020-07-14T08:46:00.482Z,42.5345,131.3592,562.16,4.1,mb,,78,1.726,0.86,us,us7000an9d,2020-07-15T06:07:58.040Z,"24 km ESE of Zarubino, Russia",earthquake,14.2,11.2,0.061,73,reviewed,us,us
2020-07-14T08:52:06.298Z,45.6124,-74.6248,17.97,1.3,ml,,121,0.607,0.17,us,us7000ans4,2020-07-15T22:34:37.040Z,"Ontario-Quebec border region, Canada",earthquake,1.7,8.2,0.115,10,reviewed,us,us
2020-07-14T08:56:59.270Z,38.8059998,-122.8216629,2.28,0.56,md,10,92,0.006533,0.02,nc,nc73426061,2020-07-14T09:12:03.661Z,"6km WNW of The Geysers, CA",earthquake,0.53,0.84,,1,automatic,nc,nc
2020-07-14T09:00:10.074Z,60.1735,-152.2711,26.1,1.3,ml,,,,0.22,ak,ak02090aoy0f,2020-07-22T20:36:48.755Z,"36 km WNW of Ninilchik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-07-14T09:01:24.410Z,35.8273333,-117.663,6.18,1.11,ml,15,71,0.05447,0.08,ci,ci39292495,2020-07-14T15:21:30.859Z,"23km N of Ridgecrest, CA",earthquake,0.16,0.45,0.147,14,reviewed,ci,ci
2020-07-14T09:05:53.020Z,38.2045,-117.8547,11.1,0.3,ml,10,113.25,0.018,0.04,nn,nn00759930,2020-07-14T09:14:22.320Z,"30 km SE of Mina, Nevada",earthquake,,7.3,,,automatic,nn,nn
2020-07-14T09:10:21.630Z,35.9075,-117.6886667,3.51,0.62,ml,16,73,0.0509,0.07,ci,ci39292503,2020-07-15T19:41:43.259Z,"20km E of Little Lake, CA",earthquake,0.13,0.46,0.119,6,reviewed,ci,ci
2020-07-14T09:13:26.750Z,38.171,-117.9763,0.4,1.4,ml,10,96.85,0.031,0.1,nn,nn00759933,2020-07-14T09:43:03.283Z,"26 km SSE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-07-14T09:19:36.829Z,36.36716667,-97.34766667,6.55,1.05,ml,34,120,0.1403724541,0.34,ok,ok2020nszo,2020-07-15T15:53:15.250Z,"10 km NNW of Perry, Oklahoma",earthquake,,1,0.24,7,reviewed,ok,ok
2020-07-14T09:26:01.561Z,60.3402,-152.0349,95.2,1.3,ml,,,,1.32,ak,ak02090auhz0,2020-07-22T20:36:49.308Z,"37 km WNW of Clam Gulch, Alaska",earthquake,,1,,,automatic,ak,ak
2020-07-14T09:30:18.190Z,17.8455,-66.8651,13,2.53,md,20,225,0.1304,0.18,pr,pr2020196011,2020-07-26T21:40:31.820Z,"14 km SSE of Guánica, Puerto Rico",earthquake,0.65,0.39,0.1,7,reviewed,pr,pr
2020-07-14T09:39:22.210Z,37.5926667,-118.869,4.48,0.77,md,20,135,0.0318,0.07,nc,nc73426066,2020-07-14T16:38:04.233Z,"11km ESE of Mammoth Lakes, CA",earthquake,0.38,0.43,0.208,17,reviewed,nc,nc
2020-07-14T09:41:40.600Z,35.9053333,-117.6985,7.06,1.04,ml,17,69,0.0577,0.16,ci,ci39292511,2020-07-14T15:21:15.125Z,"19km E of Little Lake, CA",earthquake,0.29,0.69,0.118,11,reviewed,ci,ci
2020-07-14T09:42:28.850Z,38.144,-118.0045,1.9,1.1,ml,10,139.95,0.033,0.07,nn,nn00759936,2020-07-14T09:50:23.254Z,"28 km SSE of Mina, Nevada",earthquake,,8.9,,,automatic,nn,nn
2020-07-14T09:42:33.850Z,44.1215,-115.076,9.16,2.27,ml,12,79,0.736,0.27,mb,mb80450179,2020-07-14T14:13:33.840Z,"15 km SW of Stanley, Idaho",earthquake,0.95,2.21,0.14,15,reviewed,mb,mb
2020-07-14T09:48:59.760Z,38.1307,-117.8898,10.4,1.3,ml,10,89.59,0.021,0.13,nn,nn00759939,2020-07-14T09:59:02.582Z,"34 km SSE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-07-14T09:49:37.870Z,35.8233333,-117.6728333,4.51,1.26,ml,21,65,0.06168,0.19,ci,ci39292519,2020-07-14T15:22:00.390Z,"22km N of Ridgecrest, CA",earthquake,0.32,0.65,0.202,18,reviewed,ci,ci
2020-07-14T09:50:05.860Z,35.79933333,-96.931,5,1.65,ml,69,37,0.1880630956,0.23,ok,ok2020ntao,2020-07-14T12:27:40.700Z,"7 km E of Carney, Oklahoma",earthquake,,0.4,0.2,31,reviewed,ok,ok
2020-07-14T09:51:18.140Z,40.7318333,-112.068,9.43,0.38,md,12,94,0.02298,0.15,uu,uu60401787,2020-07-14T13:39:10.200Z,"3 km NE of Magna, Utah",earthquake,0.55,1.08,0.135,5,reviewed,uu,uu
2020-07-14T09:52:55.940Z,36.0631667,-117.9981667,3.19,0.82,ml,22,68,0.1034,0.15,ci,ci39292527,2020-07-15T16:46:51.271Z,"5km WNW of Coso Junction, CA",earthquake,0.26,0.8,0.209,8,reviewed,ci,ci
2020-07-14T09:55:36.880Z,37.5985,-118.869,5.2,0.44,md,10,320,0.0385,0.06,nc,nc73426076,2020-07-14T10:32:04.183Z,"11km ESE of Mammoth Lakes, CA",earthquake,1.48,0.58,0.187,9,reviewed,nc,nc
2020-07-14T09:55:48.790Z,38.7566667,-122.7276667,3.44,0.15,md,23,112,0.005386,0.04,nc,nc73426071,2020-07-14T18:59:02.803Z,"3km SE of The Geysers, CA",earthquake,0.31,0.29,0.06,5,reviewed,nc,nc
2020-07-14T09:57:58.731Z,38.1513,-118.0306,2.2,2.1,ml,25,61.62,0.019,0.1397,nn,nn00759940,2020-07-15T05:57:28.253Z,"Nevada",earthquake,,0.6,0.52,13,reviewed,nn,nn
2020-07-14T09:58:13.760Z,36.4403333,-117.9568333,8.93,1.15,ml,22,75,0.09945,0.15,ci,ci39292535,2020-07-15T19:48:04.070Z,"18km NNE of Olancha, CA",earthquake,0.22,0.54,0.19,12,reviewed,ci,ci
2020-07-14T10:03:51.760Z,37.6066667,-118.8736667,5.49,0.26,md,14,157,0.03023,0.06,nc,nc73426081,2020-07-14T16:00:04.882Z,"10km ESE of Mammoth Lakes, CA",earthquake,0.54,0.46,0.173,12,reviewed,nc,nc
2020-07-14T10:04:13.140Z,36.2358333,-89.4438333,7,1.35,md,13,69,0.01976,0.06,nm,nm60109623,2020-07-14T17:31:37.760Z,"5 km SE of Ridgely, Tennessee",earthquake,0.38,0.71,0.061,10,reviewed,nm,nm
2020-07-14T10:04:27.420Z,38.138,-118.0135,7.9,1.3,ml,16,80.7,0.053,0.13,nn,nn00759943,2020-07-14T10:20:23.181Z,"29 km SSE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-07-14T10:18:00.440Z,38.1707,-117.9013,3.6,0.7,ml,9,170.25,0.016,0.04,nn,nn00759945,2020-07-14T10:23:02.228Z,"30 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-14T10:19:19.699Z,36.35733333,-98.15166667,6.7,1.58,ml,37,66,0.03959223065,0.18,ok,ok2020ntbn,2020-07-14T12:53:31.358Z,"3 km SE of Meno, Oklahoma",earthquake,,0.4,0.2,17,reviewed,ok,ok
2020-07-14T10:20:02.050Z,42.7063333,-111.4683333,6.02,1.43,ml,6,166,0.234,0.13,uu,uu60401792,2020-07-14T13:41:15.860Z,"12 km ENE of Soda Springs, Idaho",earthquake,0.8,31.61,0.221,2,reviewed,uu,uu
2020-07-14T10:20:51.220Z,38.1817,-117.622,10,0.9,ml,11,117.01,0.053,0.03,nn,nn00759946,2020-07-14T10:27:02.722Z,"36 km WNW of Tonopah, Nevada",earthquake,,4.8,,,automatic,nn,nn
2020-07-14T10:21:53.800Z,37.5925,-118.8645,5.31,1.28,md,24,137,0.02822,0.07,nc,nc73426086,2020-07-14T18:39:03.689Z,"11km ESE of Mammoth Lakes, CA",earthquake,0.39,0.33,0.18,21,reviewed,nc,nc
2020-07-14T10:23:43.144Z,64.4134,-149.016,12.2,1.3,ml,,,,0.54,ak,ak02090bfdmy,2020-07-22T20:36:49.855Z,"11 km NE of Anderson, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-07-14T10:23:58.390Z,17.9353,-66.9425,13,2.83,md,21,203,0.0748,0.18,pr,pr2020196013,2020-07-26T21:42:02.715Z,"5 km SW of Guánica, Puerto Rico",earthquake,0.62,0.27,0.22,12,reviewed,pr,pr
2020-07-14T10:26:53.350Z,33.5775,-116.459,8.77,0.92,ml,41,59,0.03405,0.22,ci,ci39292543,2020-07-14T15:20:56.240Z,"17km SW of La Quinta, CA",earthquake,0.26,0.51,0.151,27,reviewed,ci,ci
2020-07-14T10:26:56.200Z,38.1535,-117.9082,10.3,0.9,ml,11,87.99,0.02,0.05,nn,nn00759948,2020-07-14T10:31:04.811Z,"31 km SSE of Mina, Nevada",earthquake,,1.9,,,automatic,nn,nn
2020-07-14T10:29:21.840Z,38.1507,-118.0012,0,0.5,ml,11,148.81,0.031,0.12,nn,nn00759949,2020-07-14T10:43:23.658Z,"28 km SSE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-07-14T10:31:47.540Z,38.8633347,-122.8078308,1.45,0.58,md,7,126,0.01189,0.03,nc,nc73426096,2020-07-14T11:04:03.435Z,"9km WNW of Cobb, CA",earthquake,0.71,0.63,,1,automatic,nc,nc
2020-07-14T10:33:25.330Z,35.7241667,-117.5391667,8.13,0.45,ml,15,138,0.103,0.08,ci,ci37290212,2020-07-15T20:03:52.705Z,"13km WSW of Searles Valley, CA",earthquake,0.28,0.67,0.223,6,reviewed,ci,ci
2020-07-14T10:33:49.800Z,35.8153333,-117.638,5.83,0.74,ml,18,70,0.03291,0.13,ci,ci39292551,2020-07-15T19:59:54.120Z,"22km WNW of Searles Valley, CA",earthquake,0.2,0.47,0.198,7,reviewed,ci,ci
2020-07-14T10:36:28.060Z,34.1268333,-117.4865,4.2,0.59,ml,19,105,0.04805,0.11,ci,ci39292559,2020-07-15T20:31:08.879Z,"4km NW of Fontana, CA",earthquake,0.25,0.47,0.145,18,reviewed,ci,ci
2020-07-14T10:42:22.990Z,38.1612,-117.9023,7.7,1.3,ml,14,68.15,0.032,0.17,nn,nn00759950,2020-07-14T10:55:24.005Z,"31 km SE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-07-14T10:44:01.420Z,34.1276667,-117.4866667,4.95,0.66,ml,19,75,0.04433,0.11,ci,ci39292567,2020-07-15T00:59:31.171Z,"4km NW of Fontana, CA",earthquake,0.24,0.34,0.158,11,reviewed,ci,ci
2020-07-14T10:53:19.600Z,38.2028,-117.8913,9.1,0.6,ml,11,104.65,0.02,0.06,nn,nn00759952,2020-07-14T10:57:02.639Z,"28 km SE of Mina, Nevada",earthquake,,2,,,automatic,nn,nn
2020-07-14T10:55:54.870Z,38.0296667,-118.795,10.67,1.51,md,20,102,0.2931,0.06,nc,nc73426101,2020-07-14T18:30:02.633Z,"28km SE of Bodie, CA",earthquake,0.33,3.45,0.165,23,reviewed,nc,nc
2020-07-14T11:04:17.230Z,35.9323333,-117.6806667,4.17,0.78,ml,22,60,0.02908,0.1,ci,ci39292575,2020-07-15T22:44:11.554Z,"20km E of Little Lake, CA",earthquake,0.16,0.29,0.179,10,reviewed,ci,ci
